Zipcode,Water depth
07866,2.392156862745098
07869,1.2833333333333334
07876,2.71875
07878,1.25
07882,7.517241379310345
07885,2.5416666666666665
07901,7.083333333333333
07920,7.947521865889213
07921,8.404761904761905
07922,5.626262626262626
07924,5.7105263157894735
07926,0.5
07927,3.857142857142857
07928,4.88
07930,0.6818181818181818
07931,4.225806451612903
07932,2.78125
07933,3.4444444444444446
07934,5.0
07935,7.666666666666667
07936,3.1333333333333333
07939,0.0
07940,4.586956521739131
07945,5.324324324324325
07946,10.52
07949,6.0
07950,0.6226415094339622
07960,2.1132075471698113
07974,6.7215189873417724
07976,3.0
07977,9.25
07979,0.0
07980,6.42
07981,2.074074074074074
08012,0.3157894736842105
08014,0.0
08020,0.0
08027,0.2777777777777778
08028,0.17857142857142858
08032,0.0
08051,0.029411764705882353
08056,0.0
08061,0.14285714285714285
08062,0.24074074074074073
08063,0.0
08066,2.0
08071,0.0
08080,0.4380165289256198
08081,2.0
08085,1.0535714285714286
08086,0.3076923076923077
08090,0.32160804020100503
08093,0.6363636363636364
08094,0.8053097345132744
08096,1.10752688172043
08097,0.2807017543859649
08098,0.0
08104,0.0
08105,0.0
08106,0.0
08260,0.0
08312,0.15
08322,0.9642857142857143
08328,1.25
08343,0.0
08344,0.0
08360,0.0
08502,10.031545741324921
08512,2.576923076923077
08520,2.9310344827586206
08521,0.0
08525,9.697368421052632
08528,0.0
08530,21.794701986754966
08534,5.943396226415095
08536,1.7547169811320755
08540,8.922131147540984
08542,5.285714285714286
08550,0.8823529411764706
08551,11.45774647887324
08553,14.428571428571429
08556,12.0
08558,10.085972850678733
08559,12.387878787878789
08560,7.043478260869565
08602,0.0
08608,2.75
08609,6.461538461538462
08610,4.875
08611,5.179190751445087
08618,6.647859922178989
08619,4.4941176470588236
08620,0.25
08626,18.0
08628,7.433333333333334
08629,3.207317073170732
08638,7.592198581560283
08648,9.737704918032787
08690,0.37037037037037035
08691,0.3181818181818182
08701,0.0
08759,0.0
08801,5.4411764705882355
08802,3.6666666666666665
08804,4.6521739130434785
08805,16.673239436619717
08807,10.353151010701545
08808,3.0
08809,3.0
08810,0.2222222222222222
08812,24.08176100628931
08816,3.122448979591837
08817,8.396178343949044
08820,8.54524361948956
08821,32.666666666666664
08822,9.051364365971107
08823,7.265822784810126
08824,4.716049382716049
08825,8.482758620689655
08826,3.0833333333333335
08827,7.228571428571429
08828,12.222222222222221
08829,1.631578947368421
08830,5.395744680851064
08831,5.182857142857143
08832,0.0
08833,4.43859649122807
08835,26.13612565445026
08836,8.640625
08837,3.7264957264957266
08840,6.72316384180791
08844,10.389662027833001
08846,16.29850746268657
08848,14.706349206349206
08850,6.77906976744186
08851,5.0
08852,1.0
08853,15.079710144927537
08854,10.90643985419198
08857,2.3454545454545452
08859,2.6941176470588237
08861,4.293233082706767
08863,3.261904761904762
08865,3.968421052631579
08867,5.964912280701754
08869,10.954773869346734
08872,1.2371134020618557
08873,9.205438066465257
08876,16.982793522267208
08879,3.4698795180722892
08880,17.813186813186814
08882,3.3956043956043955
08884,3.3333333333333335
08885,20.0
08886,4.083333333333333
08887,8.3
08888,60.0
08889,5.8264462809917354
08890,27.0
08901,11.102079395085067
08902,6.679916317991632
08904,7.509090909090909
09525,96.0
10011,1.0
10980,0.0
11368,9.0
19067,0.0
27208,0.0
47024,0.0
80618,1.0
